Start:, 16/09/2012 20:21:54 , HipCenter , , , Spine , , , ShoulderCenter , , , Head , , , ShoulderLeft , , , ElbowLeft , , , WristLeft , , , HandLeft , , , ShoulderRight , , , ElbowRight , , , WristRight , , , HandRight , , , HipLeft , , , KneeLeft , , , AnkleLeft , , , FootLeft , , , HipRight , , , KneeRight , , , AnkleRight , , , FootRight , , , 
47 , 1568 , 0.005347359 , 0.1472912 , 2.886343 , 0.005235066 , 0.2195523 , 2.874364 , 0.004853215 , 0.5807721 , 2.830404 , 0.004476121 , 0.7545878 , 2.764672 , -0.1558968 , 0.4559087 , 2.795753 , -0.3087355 , 0.366131 , 2.575068 , -0.1234002 , 0.5111147 , 2.439177 , -0.1065948 , 0.5238933 , 2.439174 , 0.187738 , 0.4866882 , 2.862357 , 0.374092 , 0.3830122 , 2.783177 , 0.3848402 , 0.4744817 , 2.580397 , 0.3513771 , 0.5353499 , 2.532596 , -0.07849358 , 0.06701917 , 2.875355 , -0.168822 , -0.5184037 , 3.001881 , -0.2385009 , -0.9443654 , 2.991257 , -0.2206316 , -1.001879 , 2.89859 , 0.08936835 , 0.0696152 , 2.912699 , 0.1334785 , -0.5217229 , 3.036536 , 0.1826095 , -0.9315035 , 3.079662 , 0.2004788 , -0.9890171 , 2.986994 , 
48 , 1603 , 0.009620729 , 0.1944008 , 2.876562 , 0.008227978 , 0.2661716 , 2.865652 , 0.001674688 , 0.6257555 , 2.826819 , 0.00237274 , 0.7889309 , 2.764093 , -0.1610337 , 0.5080127 , 2.789306 , -0.3105016 , 0.4140148 , 2.574373 , -0.1334895 , 0.5416464 , 2.455738 , -0.107448 , 0.5733415 , 2.446197 , 0.1830371 , 0.528437 , 2.855404 , 0.3692032 , 0.4218518 , 2.773915 , 0.376852 , 0.5281389 , 2.578911 , 0.3458453 , 0.591661 , 2.53214 , -0.06972855 , 0.1171225 , 2.866928 , -0.1614129 , -0.468416 , 2.991874 , -0.2389633 , -0.9096911 , 2.987031 , -0.2215828 , -0.9664769 , 2.893989 , 0.09201875 , 0.1150794 , 2.899266 , 0.132646 , -0.4754963 , 3.027176 , 0.1693067 , -0.8909948 , 3.077782 , 0.1866872 , -0.9477807 , 2.98474 , 
49 , 1635 , 0.007985695 , 0.2175285 , 2.867658 , 0.00652156 , 0.2906322 , 2.856178 , -0.0005978714 , 0.6561626 , 2.814812 , 0.002521073 , 0.8182939 , 2.761063 , -0.1615217 , 0.5336167 , 2.785896 , -0.3147711 , 0.4257374 , 2.577294 , -0.1470564 , 0.5698579 , 2.468609 , -0.1071455 , 0.6014194 , 2.44993 , 0.1842717 , 0.5612705 , 2.84791 , 0.3590043 , 0.4492878 , 2.7874 , 0.3620482 , 0.5782185 , 2.563467 , 0.3408375 , 0.623499 , 2.524389 , -0.07078579 , 0.1381822 , 2.860368 , -0.1640837 , -0.4491137 , 2.977807 , -0.239295 , -0.8899572 , 2.981161 , -0.2229481 , -0.9468754 , 2.888184 , 0.08980379 , 0.1390612 , 2.888616 , 0.1373106 , -0.4508409 , 3.018358 , 0.1638177 , -0.8636321 , 3.083661 , 0.1926718 , -0.9513302 , 3.06766 , 
50 , 1668 , 0.01099703 , 0.253741 , 2.853896 , 0.008587985 , 0.3278267 , 2.842412 , -0.003695774 , 0.698736 , 2.801099 , -0.009622211 , 0.8614175 , 2.749294 , -0.1591127 , 0.5707251 , 2.780127 , -0.3172461 , 0.4339901 , 2.585969 , -0.1520971 , 0.5799907 , 2.464287 , -0.1144264 , 0.6184285 , 2.438591 , 0.1813017 , 0.6092579 , 2.829723 , 0.3576926 , 0.4632924 , 2.773237 , 0.3631423 , 0.5795718 , 2.562042 , 0.3458195 , 0.6332822 , 2.516802 , -0.06392 , 0.1767579 , 2.849056 , -0.1679838 , -0.4157723 , 2.931479 , -0.2322349 , -0.8575843 , 2.939537 , -0.237837 , -0.9415045 , 2.898467 , 0.09122247 , 0.1795713 , 2.870593 , 0.1395307 , -0.4114602 , 2.996548 , 0.1686478 , -0.8475227 , 3.067292 , 0.2055434 , -0.9301343 , 3.043319 , 
51 , 1735 , 0.01082904 , 0.2555272 , 2.852599 , 0.008647381 , 0.3296133 , 2.841188 , -0.002342099 , 0.7006779 , 2.800168 , -0.01180178 , 0.8636757 , 2.7466 , -0.1587911 , 0.571155 , 2.779385 , -0.3175946 , 0.4352855 , 2.587961 , -0.1609471 , 0.576647 , 2.459382 , -0.1217115 , 0.6141016 , 2.43222 , 0.1812527 , 0.6102261 , 2.82953 , 0.3464493 , 0.4685779 , 2.775848 , 0.3634291 , 0.5795922 , 2.552602 , 0.3465188 , 0.633032 , 2.509171 , -0.06417099 , 0.1782323 , 2.848038 , -0.1685968 , -0.4154573 , 2.924484 , -0.2313858 , -0.8583337 , 2.931576 , -0.2372371 , -0.9393321 , 2.885262 , 0.09067768 , 0.1808572 , 2.869438 , 0.1425297 , -0.410991 , 2.991825 , 0.1764928 , -0.8513632 , 3.062129 , 0.212655 , -0.9340917 , 3.037875 , 
52 , 1768 , 0.01097585 , 0.2561468 , 2.850167 , 0.008947526 , 0.3300249 , 2.838937 , -0.001274787 , 0.7000725 , 2.798469 , -0.01103273 , 0.8618949 , 2.745227 , -0.1654821 , 0.5801488 , 2.782838 , -0.3148579 , 0.4309234 , 2.587509 , -0.1657695 , 0.5575582 , 2.4424 , -0.1344602 , 0.5861966 , 2.40808 , 0.1816619 , 0.6097637 , 2.828893 , 0.3429341 , 0.4689237 , 2.774717 , 0.362857 , 0.5633265 , 2.539129 , 0.3467359 , 0.6109487 , 2.492731 , -0.06475013 , 0.1780056 , 2.846282 , -0.1711246 , -0.4186886 , 2.899871 , -0.2306437 , -0.8894811 , 2.880953 , -0.2187199 , -0.9460327 , 2.787512 , 0.09131534 , 0.1802508 , 2.866607 , 0.1467759 , -0.4136385 , 2.97979 , 0.1901988 , -0.8675326 , 3.048007 , 0.2281437 , -0.9480814 , 3.019833 , 
53 , 1803 , 0.01205186 , 0.2462982 , 2.84439 , 0.01053582 , 0.3197767 , 2.833708 , 0.003438169 , 0.6862056 , 2.796242 , -0.007136063 , 0.8500851 , 2.743247 , -0.169374 , 0.5707193 , 2.783841 , -0.3065774 , 0.3950147 , 2.590784 , -0.1502489 , 0.5297492 , 2.406193 , -0.1370649 , 0.5488318 , 2.394951 , 0.1841318 , 0.5937383 , 2.822643 , 0.3392728 , 0.449278 , 2.769542 , 0.3724774 , 0.4914464 , 2.552537 , 0.3457966 , 0.5659354 , 2.477262 , -0.06657626 , 0.1650256 , 2.840049 , -0.1709023 , -0.4329778 , 2.884237 , -0.230319 , -0.8930734 , 2.87896 , -0.2402821 , -0.9737434 , 2.833166 , 0.09454438 , 0.1650076 , 2.858278 , 0.1537115 , -0.4300917 , 2.963706 , 0.2002626 , -0.8913527 , 3.027095 , 0.2352783 , -0.9713905 , 2.994356 , 
54 , 1835 , 0.01519387 , 0.1952421 , 2.835565 , 0.01331077 , 0.2691569 , 2.825734 , 0.003912153 , 0.6409686 , 2.793127 , -0.001499562 , 0.7989184 , 2.73975 , -0.1672594 , 0.5177687 , 2.786796 , -0.3013141 , 0.3576978 , 2.592505 , -0.1455376 , 0.5045432 , 2.392031 , -0.1008021 , 0.5490634 , 2.346195 , 0.1838246 , 0.5547591 , 2.817474 , 0.3386866 , 0.4155766 , 2.761705 , 0.3633496 , 0.463928 , 2.531606 , 0.3484491 , 0.5150962 , 2.470613 , -0.06536729 , 0.114629 , 2.831676 , -0.1768827 , -0.4819335 , 2.880524 , -0.2343499 , -0.9471059 , 2.863379 , -0.2268112 , -1.002779 , 2.769184 , 0.09969582 , 0.1177873 , 2.849938 , 0.1618152 , -0.4785859 , 2.948971 , 0.2118436 , -0.9266798 , 3.013279 , 0.253531 , -1.020124 , 2.961293 , 
55 , 1868 , 0.01187065 , 0.09756637 , 2.831977 , 0.01273743 , 0.1711935 , 2.822297 , 0.01710064 , 0.5393043 , 2.790331 , -0.006800166 , 0.7086471 , 2.73164 , -0.1637587 , 0.4501449 , 2.786749 , -0.3021089 , 0.2500432 , 2.612387 , -0.1863191 , 0.3217772 , 2.403667 , -0.1445675 , 0.3510303 , 2.34463 , 0.1923245 , 0.4420373 , 2.814085 , 0.3464409 , 0.2898283 , 2.758392 , 0.3491991 , 0.373872 , 2.472929 , 0.3248186 , 0.4347622 , 2.430711 , -0.06773662 , 0.02091622 , 2.828369 , -0.1699751 , -0.5802453 , 2.842185 , -0.2186087 , -1.031957 , 2.860839 , -0.212878 , -1.087655 , 2.766585 , 0.08957379 , 0.01338795 , 2.845738 , 0.1725207 , -0.5841221 , 2.925301 , 0.2250221 , -1.028857 , 3.007969 , 0.2307528 , -1.084555 , 2.913715 , 
56 , 1935 , 0.01122191 , 0.03264534 , 2.831143 , 0.01125435 , 0.1055993 , 2.820802 , 0.01144922 , 0.4703439 , 2.785571 , 0.004148391 , 0.6557975 , 2.726159 , -0.1673324 , 0.3729355 , 2.780356 , -0.3335446 , 0.2459169 , 2.732415 , -0.2345923 , 0.199557 , 2.456045 , -0.1836462 , 0.2363815 , 2.382685 , 0.1906746 , 0.3743918 , 2.813742 , 0.3417858 , 0.2282875 , 2.782609 , 0.3645663 , 0.2338087 , 2.559922 , 0.3445665 , 0.2956455 , 2.465831 , -0.06831911 , -0.04618855 , 2.828903 , -0.1674475 , -0.6200866 , 2.832619 , -0.2153874 , -1.032305 , 2.856801 , -0.207891 , -1.088356 , 2.762867 , 0.09067909 , -0.04997907 , 2.845116 , 0.1802907 , -0.6336114 , 2.917836 , 0.2374994 , -1.04818 , 2.996885 , 0.2542093 , -1.131954 , 2.959627 , 
57 , 1968 , 0.01252068 , -0.04183446 , 2.831242 , 0.01248094 , 0.03046966 , 2.820904 , 0.01231167 , 0.3919672 , 2.785724 , 0.001696859 , 0.5811704 , 2.733967 , -0.1689183 , 0.2813345 , 2.780318 , -0.3295661 , 0.146108 , 2.745838 , -0.2473498 , 0.09668215 , 2.464471 , -0.2070866 , 0.1322389 , 2.40788 , 0.1927151 , 0.2918972 , 2.813345 , 0.3330562 , 0.1363011 , 2.801941 , 0.3475643 , 0.1751055 , 2.506934 , 0.3346299 , 0.2239265 , 2.44746 , -0.06969475 , -0.1236287 , 2.828336 , -0.1557742 , -0.6392624 , 2.803012 , -0.2086709 , -1.039565 , 2.855546 , -0.2060229 , -1.129238 , 2.83029 , 0.09481478 , -0.1233207 , 2.846099 , 0.1802969 , -0.6477228 , 2.87939 , 0.228576 , -1.058805 , 2.982487 , 0.2360642 , -1.114874 , 2.888558 , 
58 , 2003 , 0.01512696 , -0.1134598 , 2.841311 , 0.01567243 , -0.04327052 , 2.829849 , 0.01843603 , 0.3076501 , 2.789083 , 0.003351016 , 0.4939691 , 2.738983 , -0.1682442 , 0.1961357 , 2.772872 , -0.2925457 , 0.03589347 , 2.691147 , -0.2707785 , -0.01868117 , 2.475717 , -0.216105 , 0.006371841 , 2.388976 , 0.196658 , 0.2027495 , 2.819195 , 0.3349639 , 0.04495187 , 2.801816 , 0.3719186 , 0.01529803 , 2.583415 , 0.3599902 , 0.0771563 , 2.469566 , -0.0699242 , -0.1958731 , 2.838013 , -0.1389604 , -0.654601 , 2.773983 , -0.2055845 , -1.045809 , 2.848386 , -0.1947499 , -1.102642 , 2.755252 , 0.09888206 , -0.1959805 , 2.859674 , 0.1808596 , -0.6624501 , 2.839045 , 0.2204653 , -1.067737 , 2.958586 , 0.2407096 , -1.157329 , 2.942809 , 
59 , 2035 , 0.01410177 , -0.1607043 , 2.847958 , 0.01440417 , -0.09335584 , 2.834119 , 0.01607681 , 0.2489257 , 2.780709 , 0.001912 , 0.4315942 , 2.720516 , -0.1703391 , 0.1402601 , 2.774295 , -0.2941795 , -0.02872825 , 2.733538 , -0.3010689 , -0.1184307 , 2.53007 , -0.2302859 , -0.1288763 , 2.3897 , 0.1994688 , 0.1479295 , 2.831625 , 0.3231081 , -0.02044176 , 2.825749 , 0.3585874 , -0.0466692 , 2.606718 , 0.3609061 , -0.03523089 , 2.464788 , -0.07060649 , -0.2452589 , 2.846852 , -0.126342 , -0.6825685 , 2.73781 , -0.1834196 , -1.023021 , 2.776673 , -0.1699504 , -1.081362 , 2.68495 , 0.09794968 , -0.2452009 , 2.871165 , 0.1872971 , -0.685442 , 2.817038 , 0.2329006 , -1.066791 , 2.916307 , 0.2463697 , -1.125132 , 2.824584 , 
60 , 2068 , 0.01179165 , -0.2298596 , 2.846932 , 0.01033955 , -0.1633956 , 2.83058 , 0.003116643 , 0.1688868 , 2.765413 , -0.003755901 , 0.3427553 , 2.691814 , -0.1698297 , 0.07260612 , 2.761432 , -0.278185 , -0.1271759 , 2.749763 , -0.2677827 , -0.3031737 , 2.525108 , -0.250042 , -0.3758117 , 2.452308 , 0.1878083 , 0.08631721 , 2.81891 , 0.294635 , -0.09399624 , 2.840137 , 0.3650066 , -0.2349087 , 2.687621 , 0.3749852 , -0.2670465 , 2.52435 , -0.06813325 , -0.3119528 , 2.849297 , -0.1269787 , -0.7384748 , 2.70211 , -0.1884711 , -1.026411 , 2.784371 , -0.1742618 , -1.08618 , 2.693743 , 0.0952067 , -0.3081915 , 2.871828 , 0.1944462 , -0.7427714 , 2.791146 , 0.2296421 , -1.026076 , 2.865609 , 0.2438514 , -1.085845 , 2.774981 , 
61 , 2135 , 0.01118678 , -0.2327638 , 2.846025 , 0.00964634 , -0.1665742 , 2.829419 , 0.001866615 , 0.1640705 , 2.762638 , -0.002475297 , 0.3371519 , 2.68892 , -0.1713715 , 0.06857268 , 2.760687 , -0.278503 , -0.1768977 , 2.748006 , -0.2844337 , -0.3905152 , 2.571333 , -0.2718522 , -0.4687432 , 2.527989 , 0.1868806 , 0.08293463 , 2.81688 , 0.3019389 , -0.1609736 , 2.839604 , 0.3693187 , -0.3088764 , 2.666547 , 0.3885305 , -0.3831602 , 2.559127 , -0.06857993 , -0.3154628 , 2.84858 , -0.1270047 , -0.7419117 , 2.701955 , -0.2048843 , -1.08459 , 2.758121 , -0.1910059 , -1.144564 , 2.667624 , 0.09460288 , -0.3106703 , 2.871263 , 0.1944967 , -0.7444818 , 2.78855 , 0.2466767 , -1.091533 , 2.846655 , 0.2605551 , -1.151507 , 2.756159 , 
62 , 2168 , 0.01083462 , -0.235265 , 2.845662 , 0.009267956 , -0.1697716 , 2.828635 , 0.001471117 , 0.1560066 , 2.758442 , -0.0009023015 , 0.3196734 , 2.682096 , -0.1728786 , 0.06501795 , 2.758407 , -0.2792654 , -0.18278 , 2.754763 , -0.2973706 , -0.4354753 , 2.631695 , -0.2953071 , -0.5262184 , 2.601779 , 0.1865218 , 0.08053666 , 2.815236 , 0.3012165 , -0.1696832 , 2.84027 , 0.3740822 , -0.3821217 , 2.694371 , 0.3895219 , -0.4603072 , 2.640981 , -0.06871873 , -0.3181004 , 2.848749 , -0.1285243 , -0.7461593 , 2.709094 , -0.2057367 , -1.089855 , 2.761065 , -0.1916952 , -1.150331 , 2.670967 , 0.09399666 , -0.3134076 , 2.871404 , 0.1952308 , -0.7464684 , 2.78785 , 0.2430981 , -1.092897 , 2.850409 , 0.2571396 , -1.153373 , 2.760312 , 
63 , 2203 , 0.0107426 , -0.2357368 , 2.845584 , 0.009090063 , -0.1704215 , 2.828285 , 0.000371205 , 0.1543394 , 2.755348 , -0.002325973 , 0.318498 , 2.677729 , -0.1737235 , 0.06378447 , 2.754983 , -0.2854131 , -0.1928292 , 2.765785 , -0.3103834 , -0.4438303 , 2.693817 , -0.3151551 , -0.5387183 , 2.689248 , 0.18563 , 0.07967841 , 2.811436 , 0.3004879 , -0.1739031 , 2.842067 , 0.3765253 , -0.4252282 , 2.745615 , 0.3886545 , -0.5144774 , 2.732918 , -0.06852108 , -0.318617 , 2.848881 , -0.1316753 , -0.7474949 , 2.714803 , -0.2063636 , -1.091538 , 2.767195 , -0.1923879 , -1.152388 , 2.677266 , 0.09375831 , -0.3138327 , 2.871723 , 0.1954217 , -0.7465093 , 2.788269 , 0.2235562 , -1.029933 , 2.867593 , 0.2375319 , -1.090782 , 2.777663 , 
64 , 2235 , 0.01088297 , -0.2350705 , 2.845809 , 0.009161131 , -0.1699741 , 2.828161 , 0.0001072851 , 0.154854 , 2.751638 , -0.002284626 , 0.3169553 , 2.673525 , -0.1742886 , 0.06523196 , 2.752021 , -0.2866899 , -0.1909294 , 2.776458 , -0.3230495 , -0.4358489 , 2.754734 , -0.3148115 , -0.5333285 , 2.761563 , 0.1853997 , 0.0811085 , 2.809607 , 0.2984061 , -0.1728784 , 2.842763 , 0.3773083 , -0.4366594 , 2.809418 , 0.3856188 , -0.5142624 , 2.810985 , -0.06811762 , -0.317617 , 2.85009 , -0.136947 , -0.7464623 , 2.720085 , -0.2048223 , -1.090838 , 2.776585 , -0.190581 , -1.152095 , 2.687021 , 0.09403622 , -0.3125461 , 2.872762 , 0.1956002 , -0.7453722 , 2.791878 , 0.2223782 , -1.030372 , 2.871035 , 0.2366195 , -1.091628 , 2.781471 , 
65 , 2268 , 0.01132301 , -0.2252468 , 2.846413 , 0.009859098 , -0.1609306 , 2.827495 , 0.002366211 , 0.1621538 , 2.746884 , -0.002730435 , 0.3245015 , 2.665751 , -0.1762408 , 0.07536951 , 2.747983 , -0.2900029 , -0.1606734 , 2.803512 , -0.3360832 , -0.4034533 , 2.794884 , -0.3344763 , -0.4919561 , 2.81143 , 0.1847327 , 0.09012654 , 2.805556 , 0.2895588 , -0.1642066 , 2.851349 , 0.3690282 , -0.4103755 , 2.837431 , 0.3808148 , -0.48379 , 2.861103 , -0.0678615 , -0.3079145 , 2.852255 , -0.1414748 , -0.7371432 , 2.727716 , -0.1939053 , -1.02359 , 2.794009 , -0.1797906 , -1.085519 , 2.704947 , 0.09400813 , -0.3024459 , 2.875213 , 0.1948923 , -0.7360539 , 2.800334 , 0.2187579 , -1.03526 , 2.88379 , 0.2328726 , -1.097189 , 2.794728 , 
66 , 2303 , 0.009766042 , -0.2104419 , 2.846759 , 0.008394767 , -0.1457538 , 2.82669 , 0.001524471 , 0.1782463 , 2.741521 , -0.00265565 , 0.336724 , 2.657757 , -0.1774673 , 0.08988571 , 2.74628 , -0.2935061 , -0.1491525 , 2.821576 , -0.3390205 , -0.389677 , 2.821367 , -0.339628 , -0.4673308 , 2.857901 , 0.1851038 , 0.1036039 , 2.801948 , 0.2822674 , -0.1462307 , 2.870919 , 0.3662005 , -0.3921043 , 2.877897 , 0.375143 , -0.4752127 , 2.890595 , -0.06974479 , -0.2933388 , 2.854229 , -0.141122 , -0.7247988 , 2.738184 , -0.1954369 , -1.025139 , 2.800045 , -0.1819326 , -1.087679 , 2.71138 , 0.09259787 , -0.2881112 , 2.876625 , 0.1922155 , -0.7229707 , 2.811004 , 0.2193883 , -1.03531 , 2.884019 , 0.2328927 , -1.097849 , 2.795354 , 
67 , 2335 , 0.009469224 , -0.1905391 , 2.849125 , 0.008356994 , -0.1266819 , 2.828092 , 0.002630633 , 0.1932935 , 2.739559 , -0.002733699 , 0.3500447 , 2.654557 , -0.1818021 , 0.1059339 , 2.749058 , -0.2948966 , -0.1321267 , 2.830222 , -0.341775 , -0.3704432 , 2.841094 , -0.3428162 , -0.4552032 , 2.861736 , 0.1853089 , 0.1160523 , 2.802061 , 0.2785988 , -0.1226806 , 2.899427 , 0.3682103 , -0.3847856 , 2.904221 , 0.3770703 , -0.4572779 , 2.931544 , -0.07138494 , -0.2755244 , 2.858689 , -0.1409818 , -0.7080274 , 2.746835 , -0.195423 , -1.025723 , 2.801592 , -0.1829793 , -1.088909 , 2.713293 , 0.09315683 , -0.2683957 , 2.879552 , 0.1893665 , -0.7044479 , 2.819652 , 0.2195584 , -1.038951 , 2.893125 , 0.2320021 , -1.102137 , 2.804826 , 
68 , 2368 , 0.007871759 , -0.178455 , 2.850681 , 0.00674407 , -0.1145274 , 2.829618 , 0.001075192 , 0.2050989 , 2.740929 , -0.002366522 , 0.3624452 , 2.659123 , -0.1831033 , 0.1200651 , 2.750284 , -0.2993284 , -0.1099332 , 2.845195 , -0.345672 , -0.3459329 , 2.860929 , -0.3422825 , -0.4301444 , 2.894097 , 0.1827885 , 0.1416071 , 2.801496 , 0.2722784 , -0.096541 , 2.903132 , 0.3707708 , -0.3613052 , 2.927629 , 0.378251 , -0.4522249 , 2.936154 , -0.07320978 , -0.2630084 , 2.859609 , -0.1423546 , -0.6967167 , 2.753788 , -0.1985982 , -1.030965 , 2.812658 , -0.1858653 , -1.094137 , 2.724475 , 0.0917277 , -0.2556064 , 2.882124 , 0.1870837 , -0.6920977 , 2.826606 , 0.2255227 , -1.040637 , 2.898489 , 0.2382555 , -1.103809 , 2.810307 , 
69 , 2403 , 0.005776633 , -0.1696103 , 2.85048 , 0.004804611 , -0.1047101 , 2.829667 , 0.0002859154 , 0.2208344 , 2.742671 , -0.009024361 , 0.3810773 , 2.658373 , -0.1842372 , 0.1310677 , 2.752089 , -0.298765 , -0.09971988 , 2.847507 , -0.3488555 , -0.3384586 , 2.860128 , -0.3437918 , -0.4256757 , 2.890947 , 0.1808458 , 0.1493738 , 2.803817 , 0.2736657 , -0.08243248 , 2.91472 , 0.3669669 , -0.3506424 , 2.927738 , 0.3799405 , -0.4443179 , 2.937028 , -0.075348 , -0.2534046 , 2.858255 , -0.1437806 , -0.6886643 , 2.760427 , -0.1967201 , -1.030775 , 2.814464 , -0.18404 , -1.093511 , 2.726058 , 0.08898831 , -0.2470026 , 2.882088 , 0.1848631 , -0.6837788 , 2.83314 , 0.2262479 , -1.041353 , 2.899902 , 0.238928 , -1.104089 , 2.811497 , 
70 , 2435 , 0.003726969 , -0.1610777 , 2.850482 , 0.00309217 , -0.09593344 , 2.830221 , 0.000223089 , 0.2306249 , 2.746077 , -0.005638525 , 0.3883995 , 2.662946 , -0.1839817 , 0.1386039 , 2.754021 , -0.3009451 , -0.08984374 , 2.851904 , -0.3522773 , -0.3275525 , 2.860927 , -0.3477128 , -0.4136217 , 2.886245 , 0.1808592 , 0.1565508 , 2.807853 , 0.2725237 , -0.07606794 , 2.918519 , 0.3689888 , -0.3435287 , 2.929562 , 0.3818867 , -0.4379715 , 2.937889 , -0.07822208 , -0.2441283 , 2.856202 , -0.1447195 , -0.6807901 , 2.76521 , -0.1964485 , -1.028997 , 2.813419 , -0.1832787 , -1.091295 , 2.724879 , 0.08704811 , -0.2400909 , 2.882565 , 0.1826663 , -0.6771736 , 2.839168 , 0.2261044 , -1.04093 , 2.900508 , 0.2392742 , -1.103228 , 2.811968 , 
71 , 2468 , 0.002385965 , -0.155667 , 2.851172 , 0.002065882 , -0.09064734 , 2.831478 , 0.0006622475 , 0.2356743 , 2.750455 , -0.004068818 , 0.3917784 , 2.664968 , -0.1830194 , 0.1437372 , 2.755834 , -0.3010153 , -0.08573717 , 2.851234 , -0.3534969 , -0.3244756 , 2.858392 , -0.34984 , -0.4116644 , 2.881903 , 0.1800382 , 0.1676852 , 2.81418 , 0.2715963 , -0.06818783 , 2.919639 , 0.3757061 , -0.3328717 , 2.931522 , 0.3873386 , -0.4307753 , 2.931972 , -0.07974602 , -0.2390272 , 2.855432 , -0.1462462 , -0.6766324 , 2.77094 , -0.1962026 , -1.028256 , 2.812925 , -0.1815405 , -1.090119 , 2.724416 , 0.08509485 , -0.2339773 , 2.883368 , 0.1779407 , -0.6718826 , 2.846264 , 0.2259202 , -1.0404 , 2.900845 , 0.2405823 , -1.102264 , 2.812335 , 
