Start:, 16/09/2012 20:21:54 , HipCenter , , , Spine , , , ShoulderCenter , , , Head , , , ShoulderLeft , , , ElbowLeft , , , WristLeft , , , HandLeft , , , ShoulderRight , , , ElbowRight , , , WristRight , , , HandRight , , , HipLeft , , , KneeLeft , , , AnkleLeft , , , FootLeft , , , HipRight , , , KneeRight , , , AnkleRight , , , FootRight , , , 
72 , 2503 , 0.0008149509 , -0.1492416 , 2.85267 , 0.0006068174 , -0.08385017 , 2.833753 , -0.00015434 , 0.244161 , 2.757284 , -0.003711639 , 0.3993641 , 2.668984 , -0.1841636 , 0.150535 , 2.760205 , -0.300638 , -0.08302011 , 2.849619 , -0.3549029 , -0.3329943 , 2.852277 , -0.3498601 , -0.417646 , 2.864743 , 0.1799114 , 0.1716594 , 2.818045 , 0.2720011 , -0.06514078 , 2.921861 , 0.3822833 , -0.3249805 , 2.930147 , 0.3962193 , -0.4283223 , 2.927194 , -0.08079543 , -0.2328833 , 2.857279 , -0.1452621 , -0.6710867 , 2.775702 , -0.1952394 , -1.028829 , 2.813666 , -0.1809236 , -1.090016 , 2.724744 , 0.08277616 , -0.2281373 , 2.882786 , 0.175393 , -0.6660861 , 2.848947 , 0.2239827 , -1.042119 , 2.905403 , 0.2382984 , -1.103306 , 2.816481 , 
73 , 2535 , 0.0001615713 , -0.1473325 , 2.853683 , -0.0001162986 , -0.0814498 , 2.835323 , -0.001198356 , 0.2492073 , 2.762427 , -0.001513192 , 0.4071718 , 2.677728 , -0.1843196 , 0.1533839 , 2.762429 , -0.3017018 , -0.08257546 , 2.846399 , -0.3528851 , -0.3359802 , 2.834727 , -0.350674 , -0.4219638 , 2.842735 , 0.1800425 , 0.1746529 , 2.821968 , 0.2742254 , -0.06255522 , 2.923939 , 0.3848136 , -0.3091955 , 2.928345 , 0.4074315 , -0.4110598 , 2.912789 , -0.08153288 , -0.2311445 , 2.857805 , -0.143961 , -0.6701725 , 2.780833 , -0.1934054 , -1.029401 , 2.813027 , -0.1787017 , -1.090009 , 2.723877 , 0.0823376 , -0.2267295 , 2.883162 , 0.1730315 , -0.6650451 , 2.852207 , 0.2235139 , -1.041994 , 2.906385 , 0.2382176 , -1.102603 , 2.817235 , 
74 , 2568 , -0.001110781 , -0.1456043 , 2.854743 , -0.001295076 , -0.07931097 , 2.836998 , -0.001307797 , 0.2537799 , 2.768099 , -0.00133955 , 0.4088821 , 2.680007 , -0.1840398 , 0.1588822 , 2.766227 , -0.301142 , -0.0825814 , 2.838495 , -0.348559 , -0.3460582 , 2.784774 , -0.3461582 , -0.4277572 , 2.792431 , 0.1797145 , 0.1767614 , 2.824922 , 0.276526 , -0.06080854 , 2.924662 , 0.3861359 , -0.2974315 , 2.919251 , 0.4093731 , -0.3988394 , 2.901456 , -0.08335559 , -0.2287043 , 2.858632 , -0.1439061 , -0.6680642 , 2.783195 , -0.1932113 , -1.029628 , 2.813352 , -0.1788701 , -1.089658 , 2.723859 , 0.08109453 , -0.2254147 , 2.883195 , 0.1715662 , -0.6636882 , 2.853877 , 0.2226576 , -1.041966 , 2.907754 , 0.2369989 , -1.101997 , 2.818261 , 
75 , 2603 , -0.002390449 , -0.1439886 , 2.855851 , -0.002669342 , -0.07731372 , 2.838704 , -0.003131404 , 0.2573784 , 2.772782 , -0.00111564 , 0.4120331 , 2.68494 , -0.1838206 , 0.1628014 , 2.769923 , -0.2973539 , -0.08760095 , 2.822738 , -0.3433557 , -0.3492619 , 2.77271 , -0.3417589 , -0.429951 , 2.765033 , 0.1793536 , 0.1795825 , 2.829691 , 0.2784878 , -0.05938767 , 2.925297 , 0.3918377 , -0.2975729 , 2.903551 , 0.4177848 , -0.3941023 , 2.869588 , -0.08462314 , -0.2267269 , 2.85951 , -0.1432229 , -0.666398 , 2.785465 , -0.1929656 , -1.031413 , 2.815921 , -0.225346 , -1.118086 , 2.891036 , 0.07991896 , -0.2241576 , 2.88321 , 0.1709043 , -0.6630748 , 2.85524 , 0.2227539 , -1.04126 , 2.907068 , 0.2373271 , -1.10084 , 2.817364 , 
76 , 2635 , -0.002764854 , -0.1424834 , 2.856936 , -0.003044217 , -0.07539412 , 2.84025 , -0.003566317 , 0.2610198 , 2.776106 , -0.001311417 , 0.417466 , 2.689694 , -0.1831568 , 0.1666844 , 2.773985 , -0.2958623 , -0.08809523 , 2.811482 , -0.3329457 , -0.3391958 , 2.746824 , -0.3258318 , -0.4231222 , 2.713847 , 0.1795807 , 0.1817092 , 2.832936 , 0.2811712 , -0.05838567 , 2.924652 , 0.3972014 , -0.3055462 , 2.866678 , 0.4210922 , -0.4020662 , 2.842296 , -0.08495187 , -0.225272 , 2.860133 , -0.1433452 , -0.6648991 , 2.786612 , -0.1937208 , -1.034026 , 2.818559 , -0.225679 , -1.117992 , 2.890989 , 0.07958103 , -0.2228558 , 2.883625 , 0.1706681 , -0.6632512 , 2.856111 , 0.2215572 , -1.042402 , 2.908846 , 0.2358633 , -1.101683 , 2.818961 , 
77 , 2668 , -0.003097593 , -0.1408074 , 2.85877 , -0.003333408 , -0.07342856 , 2.842572 , -0.00371231 , 0.2639723 , 2.780179 , -0.001946842 , 0.4223438 , 2.693495 , -0.1828782 , 0.1682716 , 2.776536 , -0.292773 , -0.08201097 , 2.801491 , -0.3289185 , -0.3312624 , 2.72712 , -0.3171337 , -0.4118838 , 2.684151 , 0.180181 , 0.1836214 , 2.837395 , 0.2832342 , -0.0584408 , 2.924082 , 0.3945633 , -0.2932113 , 2.866689 , 0.4196233 , -0.3914214 , 2.836905 , -0.08532251 , -0.2238112 , 2.861259 , -0.1434504 , -0.6635496 , 2.789328 , -0.1945729 , -1.03394 , 2.818085 , -0.2264087 , -1.118625 , 2.88989 , 0.07933548 , -0.2215101 , 2.884722 , 0.1705321 , -0.6637723 , 2.857087 , 0.2222836 , -1.042034 , 2.908952 , 0.2370585 , -1.101041 , 2.819014 , 
78 , 2703 , -0.003487394 , -0.1397938 , 2.860355 , -0.003630541 , -0.07227856 , 2.84443 , -0.003548265 , 0.265609 , 2.782894 , -0.0005246567 , 0.4256434 , 2.70057 , -0.1822687 , 0.1692551 , 2.778251 , -0.2918695 , -0.07708061 , 2.796707 , -0.3103013 , -0.3297615 , 2.679134 , -0.3045228 , -0.4097569 , 2.656862 , 0.18103 , 0.1849633 , 2.840141 , 0.2849356 , -0.05866671 , 2.922973 , 0.3933421 , -0.2880554 , 2.864625 , 0.4162319 , -0.3802297 , 2.818271 , -0.0857641 , -0.2230495 , 2.862101 , -0.1435484 , -0.6626637 , 2.789929 , -0.194583 , -1.03392 , 2.818269 , -0.2256929 , -1.117875 , 2.887506 , 0.07892398 , -0.2204683 , 2.886121 , 0.1705993 , -0.6640282 , 2.859437 , 0.2225033 , -1.04143 , 2.909206 , 0.2375318 , -1.100297 , 2.819272 , 
79 , 2735 , -0.004228164 , -0.1388812 , 2.861927 , -0.004079014 , -0.07124003 , 2.846206 , -0.002227608 , 0.2675471 , 2.785904 , 0.000111045 , 0.426434 , 2.702769 , -0.1822586 , 0.1715222 , 2.781612 , -0.2901663 , -0.0728545 , 2.792854 , -0.3054926 , -0.319286 , 2.666749 , -0.2916144 , -0.3983146 , 2.62536 , 0.1817099 , 0.1860699 , 2.843058 , 0.2866001 , -0.05897921 , 2.922049 , 0.3943777 , -0.2869014 , 2.850955 , 0.4167865 , -0.3805778 , 2.807341 , -0.08699824 , -0.2220487 , 2.863686 , -0.1435058 , -0.6616921 , 2.791509 , -0.1945125 , -1.034814 , 2.820662 , -0.2258916 , -1.119818 , 2.890967 , 0.07803944 , -0.2197719 , 2.887033 , 0.1706225 , -0.6644015 , 2.860413 , 0.2286235 , -1.053191 , 2.918978 , 0.278617 , -1.139286 , 2.984894 , 
80 , 2768 , -0.004677254 , -0.1378947 , 2.863297 , -0.004300758 , -0.07002835 , 2.847787 , -0.001056702 , 0.2701148 , 2.788428 , -0.0001497988 , 0.431678 , 2.707004 , -0.1818199 , 0.1744824 , 2.783837 , -0.2897888 , -0.06976341 , 2.786868 , -0.3013139 , -0.3098646 , 2.659709 , -0.2851148 , -0.3919591 , 2.616659 , 0.1815504 , 0.1866736 , 2.844468 , 0.2870018 , -0.05893105 , 2.921927 , 0.3933665 , -0.2878875 , 2.842881 , 0.4136313 , -0.378812 , 2.792727 , -0.08763469 , -0.2209639 , 2.864617 , -0.1432904 , -0.6605816 , 2.79239 , -0.1964628 , -1.035691 , 2.822337 , -0.2257067 , -1.121034 , 2.890549 , 0.07724284 , -0.2186577 , 2.888281 , 0.1704226 , -0.6643606 , 2.861323 , 0.2274138 , -1.050811 , 2.917881 , 0.258624 , -1.126887 , 2.979413 , 
81 , 2803 , -0.005302811 , -0.1371342 , 2.864083 , -0.00473201 , -0.06923468 , 2.848663 , -0.0006945254 , 0.2710488 , 2.78966 , -0.0002329106 , 0.4374904 , 2.709962 , -0.1814802 , 0.1764069 , 2.78556 , -0.2883949 , -0.06368898 , 2.78681 , -0.295484 , -0.2947521 , 2.65232 , -0.2791316 , -0.3809691 , 2.602479 , 0.1815718 , 0.1868591 , 2.846101 , 0.2879598 , -0.05928199 , 2.92162 , 0.3916216 , -0.2863436 , 2.836737 , 0.4092444 , -0.3729231 , 2.778381 , -0.08853521 , -0.2199283 , 2.865087 , -0.1427373 , -0.6596948 , 2.793561 , -0.1964148 , -1.035788 , 2.822487 , -0.2268734 , -1.122252 , 2.893123 , 0.07636168 , -0.2179602 , 2.889014 , 0.1706295 , -0.6647835 , 2.862767 , 0.2282269 , -1.048652 , 2.916611 , 0.2427277 , -1.107238 , 2.82643 , 
82 , 2835 , -0.005405822 , -0.1362627 , 2.864856 , -0.004781108 , -0.06839629 , 2.849643 , -0.0006236792 , 0.2714607 , 2.791677 , 0.000444429 , 0.437354 , 2.711648 , -0.181217 , 0.1777637 , 2.786885 , -0.2865489 , -0.05560433 , 2.784198 , -0.2912138 , -0.2890163 , 2.646338 , -0.271463 , -0.3739229 , 2.591454 , 0.1820215 , 0.1874939 , 2.848319 , 0.2884839 , -0.05942209 , 2.922142 , 0.3895509 , -0.2826542 , 2.834231 , 0.4067484 , -0.3697372 , 2.776316 , -0.08876159 , -0.2191243 , 2.865359 , -0.1424375 , -0.6588827 , 2.794194 , -0.1954607 , -1.035078 , 2.821826 , -0.2267617 , -1.121647 , 2.893125 , 0.0763137 , -0.2173256 , 2.889654 , 0.1707067 , -0.6648386 , 2.863459 , 0.2284088 , -1.041559 , 2.91047 , 0.2430969 , -1.100017 , 2.820267 , 
83 , 2871 , -0.00519865 , -0.1357113 , 2.865596 , -0.004551443 , -0.06786545 , 2.850431 , -0.0004663586 , 0.2717306 , 2.792354 , 0.0008119124 , 0.435641 , 2.714972 , -0.1807937 , 0.1791432 , 2.788647 , -0.2865933 , -0.04704481 , 2.782454 , -0.2840842 , -0.2801939 , 2.640863 , -0.2661654 , -0.3670957 , 2.584038 , 0.1819679 , 0.188189 , 2.850159 , 0.2885045 , -0.05944939 , 2.922352 , 0.3885124 , -0.2823406 , 2.832214 , 0.4054062 , -0.3701394 , 2.775108 , -0.08860158 , -0.2186579 , 2.865693 , -0.1422432 , -0.6583613 , 2.795007 , -0.1957269 , -1.035315 , 2.822491 , -0.2264796 , -1.121723 , 2.891593 , 0.07652669 , -0.2165827 , 2.890632 , 0.1705224 , -0.6651859 , 2.864175 , 0.2273593 , -1.046174 , 2.914098 , 0.242059 , -1.10463 , 2.823922 , 
84 , 2903 , -0.005479797 , -0.1351308 , 2.866477 , -0.004949543 , -0.06726976 , 2.851553 , -0.001918259 , 0.2721929 , 2.794889 , 0.0004415843 , 0.4359058 , 2.716579 , -0.1809277 , 0.1796648 , 2.789621 , -0.286012 , -0.04587746 , 2.782242 , -0.2813589 , -0.2731568 , 2.639586 , -0.264803 , -0.3628037 , 2.585116 , 0.181888 , 0.1889528 , 2.85256 , 0.2885593 , -0.05957474 , 2.922599 , 0.3879502 , -0.2832197 , 2.830107 , 0.4047371 , -0.3719498 , 2.774225 , -0.08876979 , -0.2182598 , 2.865992 , -0.1419508 , -0.6579186 , 2.795463 , -0.1959973 , -1.03506 , 2.82171 , -0.2258541 , -1.120826 , 2.887177 , 0.0764193 , -0.2160898 , 2.891513 , 0.1704268 , -0.6650605 , 2.864704 , 0.2263754 , -1.04491 , 2.913199 , 0.2414411 , -1.103172 , 2.822984 , 
85 , 2936 , -0.005490144 , -0.1348681 , 2.866791 , -0.004944611 , -0.06702031 , 2.851926 , -0.001866659 , 0.2723097 , 2.795408 , -0.0003370661 , 0.4356079 , 2.71864 , -0.1808104 , 0.1805867 , 2.790844 , -0.2856116 , -0.04704837 , 2.780744 , -0.2802777 , -0.2734093 , 2.64043 , -0.2627496 , -0.3626354 , 2.585344 , 0.1813575 , 0.1895333 , 2.853066 , 0.2881505 , -0.05898504 , 2.923236 , 0.3877317 , -0.2834048 , 2.829793 , 0.4016903 , -0.3731132 , 2.77447 , -0.08877154 , -0.2177902 , 2.866227 , -0.1419796 , -0.6581277 , 2.795445 , -0.1957602 , -1.034794 , 2.821736 , -0.2261844 , -1.11979 , 2.885989 , 0.07637607 , -0.2157646 , 2.891738 , 0.1704876 , -0.6654379 , 2.865024 , 0.2262078 , -1.044562 , 2.913555 , 0.241106 , -1.102787 , 2.823331 , 
86 , 2971 , -0.005604662 , -0.1349005 , 2.866955 , -0.005135616 , -0.06701618 , 2.852249 , -0.002779378 , 0.2728465 , 2.797065 , 0.0005807605 , 0.4343757 , 2.720568 , -0.1807297 , 0.1806116 , 2.791245 , -0.2848755 , -0.04792551 , 2.780462 , -0.2757492 , -0.282537 , 2.639031 , -0.2598277 , -0.3682051 , 2.589714 , 0.1811332 , 0.1895504 , 2.853427 , 0.2880977 , -0.05893619 , 2.92373 , 0.3867024 , -0.2920017 , 2.828755 , 0.4000238 , -0.3843334 , 2.777605 , -0.08879085 , -0.2177783 , 2.86624 , -0.1419383 , -0.6586174 , 2.796184 , -0.195764 , -1.034801 , 2.821665 , -0.2260188 , -1.120432 , 2.886862 , 0.07631667 , -0.2157582 , 2.891752 , 0.1702546 , -0.6658034 , 2.865277 , 0.2258571 , -1.045408 , 2.913952 , 0.240758 , -1.103439 , 2.823654 , 
87 , 3003 , -0.005624993 , -0.1345541 , 2.867147 , -0.005066587 , -0.06660912 , 2.852501 , -0.001946976 , 0.2736219 , 2.797517 , 0.0007823784 , 0.4387161 , 2.720088 , -0.1808097 , 0.1809054 , 2.791929 , -0.2829741 , -0.05195525 , 2.781616 , -0.2758367 , -0.2818202 , 2.648938 , -0.2579013 , -0.3724755 , 2.596935 , 0.1808049 , 0.1901171 , 2.853966 , 0.2878582 , -0.05862859 , 2.923758 , 0.3844624 , -0.291062 , 2.834407 , 0.3975843 , -0.3868358 , 2.789758 , -0.08891452 , -0.2172569 , 2.866348 , -0.1417783 , -0.6585058 , 2.7965 , -0.1935835 , -1.026822 , 2.806542 , -0.2266971 , -1.117973 , 2.88476 , 0.07619826 , -0.2154019 , 2.891864 , 0.1700823 , -0.6659939 , 2.865366 , 0.2257466 , -1.045177 , 2.913998 , 0.2406284 , -1.103178 , 2.823708 , 
88 , 3036 , -0.005936986 , -0.1344237 , 2.867147 , -0.00545144 , -0.06643079 , 2.852602 , -0.002957067 , 0.2741245 , 2.798346 , 0.001456045 , 0.4383475 , 2.72225 , -0.1808187 , 0.1809167 , 2.792082 , -0.2821785 , -0.05721431 , 2.783706 , -0.2728087 , -0.3044798 , 2.674687 , -0.2615361 , -0.3885017 , 2.617208 , 0.1807559 , 0.1903113 , 2.855303 , 0.2877286 , -0.05893248 , 2.924165 , 0.3831236 , -0.2915975 , 2.837085 , 0.397078 , -0.3890299 , 2.796276 , -0.0892323 , -0.2170705 , 2.866119 , -0.1417751 , -0.6587481 , 2.796428 , -0.1936057 , -1.031062 , 2.811642 , -0.2142242 , -1.108332 , 2.866917 , 0.07596404 , -0.2153206 , 2.891788 , 0.1700133 , -0.6660655 , 2.865382 , 0.2253452 , -1.045328 , 2.913966 , 0.2405259 , -1.103196 , 2.823719 , 
89 , 3071 , -0.006181319 , -0.1342399 , 2.86722 , -0.005685464 , -0.0662534 , 2.852771 , -0.003165017 , 0.2742125 , 2.799081 , 0.001486355 , 0.4380656 , 2.722718 , -0.1811261 , 0.1809314 , 2.792269 , -0.2802611 , -0.06538645 , 2.786468 , -0.275423 , -0.3082787 , 2.677062 , -0.2639609 , -0.3949885 , 2.629877 , 0.1805767 , 0.1904118 , 2.855713 , 0.2872224 , -0.05905561 , 2.92466 , 0.3814541 , -0.2932544 , 2.845482 , 0.3963625 , -0.3895568 , 2.802252 , -0.08952832 , -0.2168976 , 2.866122 , -0.1419434 , -0.6586444 , 2.796196 , -0.1937839 , -1.031628 , 2.812429 , -0.2130076 , -1.107899 , 2.867806 , 0.07573498 , -0.2151585 , 2.891664 , 0.1700377 , -0.66612 , 2.865432 , 0.2253368 , -1.043683 , 2.912283 , 0.2405639 , -1.101456 , 2.822056 , 
90 , 3103 , -0.006497457 , -0.1341633 , 2.867296 , -0.00591415 , -0.06616876 , 2.852912 , -0.003048697 , 0.2743717 , 2.799593 , 0.001183088 , 0.437919 , 2.723047 , -0.1811936 , 0.1808481 , 2.792304 , -0.2801349 , -0.06715366 , 2.788511 , -0.2822494 , -0.3156812 , 2.687762 , -0.2758135 , -0.411445 , 2.665762 , 0.1803708 , 0.1903658 , 2.85645 , 0.2869489 , -0.05925758 , 2.925385 , 0.3807496 , -0.294024 , 2.849488 , 0.3966527 , -0.3903476 , 2.806496 , -0.08999942 , -0.2168024 , 2.865982 , -0.1422219 , -0.6586921 , 2.795986 , -0.1919725 , -1.031194 , 2.813973 , -0.2116978 , -1.107528 , 2.871606 , 0.07527409 , -0.2150686 , 2.891677 , 0.1698583 , -0.6662391 , 2.865564 , 0.2252386 , -1.043669 , 2.912353 , 0.2406406 , -1.101372 , 2.822189 , 
91 , 3136 , -0.007282156 , -0.134095 , 2.867325 , -0.006561734 , -0.06610475 , 2.853007 , -0.003215491 , 0.2743754 , 2.799719 , 0.001430165 , 0.437912 , 2.723673 , -0.1813055 , 0.1808989 , 2.792404 , -0.2801645 , -0.06847483 , 2.789155 , -0.28894 , -0.3187848 , 2.697917 , -0.2787234 , -0.4139553 , 2.673002 , 0.1802873 , 0.1903333 , 2.856819 , 0.2865545 , -0.05912106 , 2.926859 , 0.3809473 , -0.294633 , 2.855822 , 0.3988687 , -0.3923581 , 2.816797 , -0.09104232 , -0.2166612 , 2.865776 , -0.1423077 , -0.6585901 , 2.796038 , -0.1920501 , -1.031569 , 2.813896 , -0.2114827 , -1.107206 , 2.871108 , 0.07442569 , -0.2151019 , 2.891653 , 0.169791 , -0.6662784 , 2.865578 , 0.2250742 , -1.043029 , 2.912037 , 0.2405305 , -1.100701 , 2.821937 , 
92 , 3171 , -0.00752278 , -0.1338598 , 2.86726 , -0.006756139 , -0.06591491 , 2.853034 , -0.003306552 , 0.274436 , 2.800169 , 0.001107437 , 0.4379162 , 2.722952 , -0.1813393 , 0.1809276 , 2.792452 , -0.2807722 , -0.07115484 , 2.791216 , -0.3005117 , -0.332374 , 2.710062 , -0.2901398 , -0.4215394 , 2.688896 , 0.1799327 , 0.1908916 , 2.85747 , 0.2862215 , -0.05872433 , 2.9274 , 0.3802626 , -0.2943463 , 2.867701 , 0.3982701 , -0.3892866 , 2.822211 , -0.09127975 , -0.2163633 , 2.865437 , -0.1425779 , -0.6581358 , 2.795686 , -0.1926506 , -1.027485 , 2.807819 , -0.2105206 , -1.105946 , 2.86622 , 0.07402904 , -0.2147726 , 2.891499 , 0.1696584 , -0.6663137 , 2.865606 , 0.2249423 , -1.042644 , 2.9113 , 0.2405747 , -1.10024 , 2.821252 , 
93 , 3203 , -0.007510861 , -0.1321775 , 2.866636 , -0.006599916 , -0.06438915 , 2.852546 , -0.002447022 , 0.2754087 , 2.799944 , -6.037776E-05 , 0.4431261 , 2.718237 , -0.1813663 , 0.1810514 , 2.792592 , -0.2826695 , -0.07614829 , 2.796212 , -0.3063864 , -0.335076 , 2.717471 , -0.2967763 , -0.4248911 , 2.695294 , 0.1797435 , 0.1920466 , 2.858102 , 0.2850652 , -0.05778095 , 2.928901 , 0.3804517 , -0.2934041 , 2.870718 , 0.3984684 , -0.38923 , 2.82697 , -0.09104965 , -0.2142581 , 2.864834 , -0.1428089 , -0.6581836 , 2.795562 , -0.1933613 , -1.029176 , 2.809695 , -0.2109912 , -1.105976 , 2.866768 , 0.07349782 , -0.2130131 , 2.890365 , 0.1692754 , -0.6661595 , 2.865885 , 0.2257927 , -1.053961 , 2.918776 , 0.2645178 , -1.137971 , 2.979191 , 
94 , 3236 , -0.007398421 , -0.131556 , 2.866417 , -0.006543661 , -0.06388707 , 2.852414 , -0.00249852 , 0.2754862 , 2.799968 , -0.000683053 , 0.4415838 , 2.719532 , -0.1814362 , 0.1809152 , 2.79262 , -0.2836071 , -0.07780864 , 2.796629 , -0.3176953 , -0.3377098 , 2.726658 , -0.3059529 , -0.4255885 , 2.709403 , 0.1794362 , 0.1928838 , 2.858423 , 0.28491 , -0.05697688 , 2.929337 , 0.3802177 , -0.2933927 , 2.871992 , 0.3986198 , -0.3892372 , 2.828307 , -0.09071396 , -0.2135762 , 2.864626 , -0.1428332 , -0.6580425 , 2.795759 , -0.1932274 , -1.029249 , 2.810027 , -0.2166246 , -1.109785 , 2.869496 , 0.07358152 , -0.2122596 , 2.889863 , 0.1691086 , -0.6664489 , 2.865933 , 0.2266069 , -1.049001 , 2.914986 , 0.2425104 , -1.106527 , 2.825027 , 
95 , 3271 , -0.007403 , -0.1315459 , 2.866328 , -0.0065655 , -0.06383945 , 2.852329 , -0.002728067 , 0.2759303 , 2.799802 , 0.0004041399 , 0.4420342 , 2.719888 , -0.1815058 , 0.1809703 , 2.792666 , -0.284621 , -0.07886843 , 2.798772 , -0.3235682 , -0.3379975 , 2.733097 , -0.3175061 , -0.4246891 , 2.728489 , 0.1794449 , 0.1929878 , 2.858541 , 0.2847867 , -0.05697438 , 2.929718 , 0.3815081 , -0.293431 , 2.876356 , 0.3988424 , -0.3884045 , 2.830261 , -0.09069798 , -0.2135664 , 2.864526 , -0.1427958 , -0.6573015 , 2.796016 , -0.1930926 , -1.028933 , 2.810031 , -0.217948 , -1.110145 , 2.868826 , 0.07361782 , -0.2123006 , 2.889702 , 0.1690058 , -0.6667005 , 2.865978 , 0.2263824 , -1.050483 , 2.916108 , 0.274653 , -1.139977 , 2.979271 , 
96 , 3303 , -0.007327593 , -0.1313017 , 2.866134 , -0.006605254 , -0.06358792 , 2.85215 , -0.003943807 , 0.2763669 , 2.799441 , 0.0006612934 , 0.4414263 , 2.719981 , -0.1818838 , 0.1809458 , 2.792592 , -0.2855808 , -0.08004577 , 2.800474 , -0.3281141 , -0.336423 , 2.739375 , -0.3229016 , -0.4244606 , 2.732549 , 0.1792462 , 0.1932609 , 2.858335 , 0.2847801 , -0.05653575 , 2.930111 , 0.3815091 , -0.2921003 , 2.877872 , 0.3987113 , -0.3872545 , 2.83196 , -0.09043296 , -0.213364 , 2.864412 , -0.1428097 , -0.6561405 , 2.796108 , -0.1908803 , -1.032228 , 2.817225 , -0.2168439 , -1.109641 , 2.869729 , 0.07388491 , -0.2119997 , 2.889282 , 0.1688101 , -0.6666703 , 2.865847 , 0.225373 , -1.047556 , 2.913443 , 0.2412519 , -1.105036 , 2.823527 , 
Stop:, 16/09/2012 20:21:57
